薇薇,055,4,,A,,,SS,A,,S,,A,,洛丽塔,,过关有礼
蒸汽时代,056,5,,S,,S,,,B,,SS,,S,欧式古典,防晒,兑换
公爵千金·上衣,057,5,,S,,S,,,B,S,,,S,欧式古典,,幻
欧风衬衣,058,4,,S,,S,,,B,S,,,S,大小姐,防晒,幻
百合花精,059,5,,S,,S,,,B,S,,SS,,女神系,,设计图
绿色T恤,060,2,,,A,,A,,A,,A,A,,运动系,,店/迷/3-1少
粉色T恤,061,2,,,A,,A,,A,,S,A,,运动系,,定060
橙色T恤,062,2,,,A,,A,,A,,A,A,,运动系,,定060
紫色T恤,063,2,,,A,,A,,A,,A,A,,运动系,,定060
秋日甜心·绿,064,1,,,A,,A,,B,,B,,B,,,迷/1-5少
秋日甜心·粉,065,1,,,B,,A,,A,,A,,B,,,定064
沁蜜桃,066,2,,,A,,S,,A,,A,A,,防晒,,店/迷/5-4少
沁蔷薇,067,2,,A,,,B,,S,,A,A,,防晒,,定066
沁海风,068,2,,A,,,S,,A,,B,A,,防晒,碎花,定066
沁草莓,069,2,,,C,,S,,S,,S,A,,防晒,碎花,定066
假日心情·粉,070,3,,,A,A,,,S,,S,A,,,,设计图
假日心情·黄,071,3,,,A,A,,,S,,B,A,,,,定070
假日心情·黑,072,3,,,S,A,,,B,A,,S,,,,定070
假日心情·白,073,3,,,S,A,,,S,,A,S,,,,定070
精英衬衫,075,4,,,A,S,,,B,S,,S,,大小姐,OL,vip
西部精神,076,3,,,S,,S,B,,S,,S,,侠客联盟,,迷/幻/2-2公
西部精神·华丽,077,4,,A,,,A,B,,S,,S,,侠客联盟,,进076
性感不良·上衣,078,3,,,S,,A,A,,A,,S,,摇滚风,,店
韵冉,079,3,,,A,,S,,A,,S,S,,,,店
熊猫睡衣·上装,080,3,,,S,,S,,A,,A,,A,睡衣,小动物,设计图
爱心睡衣·上装,081,3,,,A,,A,,A,,S,,A,睡衣,,定080
夜墟,082,4,,A,,A,,,S,S,,,A,哥特风,洛丽塔,设计图
毛线的温度,083,3,,,S,S,,,B,,S,,A,森女系列,,迷/幻
娃娃领,084,1,,,A,,A,,A,,B,A,,,,迷
白日梦,085,3,,,B,,B,,S,,S,S,,,,幻
俏皮宝贝,086,1,,B,,,SS,,B,,B,,B,,,店/迷
性感雕花,087,3,,,SS,B,,,S,,B,,B,,,5-2少
蝶兰抹胸·珍稀,088,5,,S,,S,,,A,S,,S,,中式古典,舞者,进092
紫兰抹胸·珍稀,089,5,,S,,S,,,A,S,,S,,中式古典,舞者,定088
芷兰袄,090,4,,A,,S,,B,,,S,,S,中式古典,,迷
蝶兰抹胸,091,3,,,S,C,,,S,A,,A,,中式古典,,迷/幻/飘渺/4-2公
蝶兰抹胸·华丽,092,4,,,SS,B,,B,,S,,S,,中式古典,,进091/迷
民国校服,095,3,,,A,A,,,B,,A,S,,民国服饰,学院系,设计图
红马甲,096,4,,S,,,S,,S,,A,S,,童话系,洛丽塔,迷/幻/3-7公
红马甲·华丽,097,4,,A,,,S,,A,,S,A,,童话系,洛丽塔,进096/迷
红马甲·珍稀,098,5,,S,,,S,,SS,,S,,S,童话系,洛丽塔,进097
水手服上衣,099,3,,,A,,S,,S,,A,S,,学院系,海军风,店/迷/幻
玲珑·上衣,100,4,,S,,A,,,A,S,,S,,泳装,中式现代,设计图
环泳·上衣,101,3,,,A,S,,A,,A,,A,,泳装,,设计图
棒球上衣,103,1,,,B,,A,,A,,B,,B,冬装,,店/迷
倒影,105,3,,,A,A,,B,,A,,,S,,,店
半糖鸳鸯,106,3,,,A,A,,A,,,A,,A,,,店
雪绒花,108,3,,S,,S,,,A,S,,,B,防晒,,设计图
贵妇打底裙,109,3,,,A,S,,A,,A,,,A,冬装,,设计图
糕点师,113,4,,,A,,S,,A,S,,S,,欧式古典,,店
糕点师·黄,114,4,,,S,,A,,A,S,,S,,欧式古典,,定113
糕点师·灰,115,4,,,S,,S,,S,A,,A,,欧式古典,,定113
糕点师·绿,116,4,,,A,S,,,S,,S,A,,欧式古典,,定113
糕点师·粉,117,4,,,S,S,,,A,S,,S,,欧式古典,,套装成就
奶油号角,118,3,,,A,,A,,S,,S,S,,森女系列,,迷/幻
青草莓,119,3,,,A,,S,,S,,A,A,,碎花,,迷/幻
浅浅,120,2,,,A,A,,,A,,A,,B,森女系列,,设计图
年少,121,2,,,B,,A,,A,,S,A,,森女系列,碎花,店/迷
温雅侍者·衣,122,3,,,S,A,,A,,,S,,A,中性风,英伦,设计图
斯文侍者·衣,123,3,,S,,S,,,A,,B,,S,中性风,英伦,定122
风趣侍者·衣,124,3,,B,,B,,,A,,SS,,S,中性风,英伦,定122
乖顺侍者·衣,125,3,,S,,S,,A,,A,,,A,中性风,英伦,定122
美食外卖员·衣,126,3,,,A,,A,,S,,S,S,,中性风,,设计图
神圣医者·衣,127,3,,,B,A,,A,,,S,A,,医务使者,中性风,3-6公
爱丽丝仙境,128,4,,S,,A,,,A,,S,,S,童话系,,兑换
小海浪,129,4,,S,,,A,,A,,S,A,,运动系,,迷
虔诚之花·上衣,130,4,,S,,S,,,A,A,,A,,洛丽塔,大小姐,迷/幻
甜美花季·衣,131,4,,A,,,A,,S,,S,S,,森女系列,,成就
樱桃汽水,132,3,,,S,,S,,S,,A,A,,运动系,,店/迷/幻
花香,133,5,,,S,,S,,SS,,SS,S,,大小姐,,系统送
露珠,135,3,,,S,S,,,B,,S,S,,居家服,,迷/幻
露肩T恤,136,2,,,A,,A,,A,,A,A,,运动系,,店
铆钉抹胸,137,3,,S,,,A,A,,A,,A,,摇滚风,,设计图
眷恋,138,4,,,S,B,,S,,S,,S,,大小姐,,迷/幻/4-4公
雨天,139,2,,,A,A,,,S,,C,A,,,,3-2少
白雾,140,2,,,S,S,,,C,,C,S,,,,5-1少
丘丘,142,3,,,A,A,,,S,,S,A,,森女系列,小动物,迷/幻
记号,143,3,,,S,S,,S,,,B,,B,,,3-1少
撞衫,144,2,,,A,A,,S,,,C,,S,,,5-支2少
餐厅领班,145,4,,B,,S,,A,,,S,,S,中性风,OL,店/迷/幻
桔梗,146,3,,,S,SS,,,B,,B,,S,防晒,,迷/幻
有点甜,148,4,,,A,,S,,A,S,,A,,英伦,学院系,迷/幻
宁静校园,150,3,,,S,S,,,B,,S,A,,童话系,,店
笑意,151,2,,,A,,A,,A,C,,S,,,,店
值日生,152,3,,,S,B,,,A,,S,,B,,,7-4少
空羽,153,3,,,A,,S,,B,B,,S,,,,7-6少
普通两件套,154,3,,,A,,C,S,,S,,S,,,,3-2少
醒来,157,2,,,A,,A,,A,,A,A,,,,店
西瓜皮,158,3,,,S,S,,S,,,C,S,,防晒,,店
摇曳,159,2,,,B,,B,B,,,S,S,,,,店
从容,160,2,,,A,,A,,A,,A,,A,防晒,,店/迷
徘徊,162,3,,,A,A,,A,,,S,A,,,,设计图
粉色睡衣,163,3,,,A,,B,,S,,S,S,,睡衣,,店
葡萄庄园,164,3,,,B,S,,,B,,SS,,B,,,幻
海之号角·上衣,165,3,,,S,,S,,C,S,,A,,pop,海军风,2-支1少
海滨,166,3,,,S,A,,B,,S,,S,,pop,海军风,迷/幻
俏海,167,2,,,A,,A,,A,B,,S,,海军风,,店/迷
好心情·吐司,169,1,,,C,,C,,A,,A,S,,森女系列,,店
好心情·羊羹,170,1,,,S,,C,,B,,C,S,,森女系列,,定169
好心情·花茶,171,1,,,A,,A,,C,,A,A,,森女系列,,定169
全棉上衣·褐,172,1,,,B,,A,,A,,B,B,,碎花,,迷/304-5少/1-8少
全棉上衣·白,173,1,,,A,,A,,B,,A,B,,碎花,,定172
轻柔,174,1,,,A,,B,,B,,B,A,,碎花,,店/迷
芬芳·粉,179,1,,,B,,B,,A,,A,,B,碎花,防晒,迷/2-1少/8-9少/9-1少
芬芳·青,180,1,,,A,,A,,A,,B,,B,碎花,防晒,定179
运动少女,181,1,,,A,,A,,B,,A,,B,居家服,防晒,店/迷/8-8少/5-1少/9-8少
运动服·绿,182,1,,,A,,B,,B,,A,A,,居家服,,迷/1-9少/8-2少
运动服·黑白,183,1,,,B,,A,,A,,B,B,,居家服,,定182
运动服·粉,184,1,,,A,,B,,B,,A,B,,居家服,,定182
运动外套,185,1,,,A,,B,,B,,A,,B,运动系,,迷
运动背心,190,2,,,A,,A,,A,B,,B,,运动系,,迷
时尚搭配,191,2,,,S,S,,S,,,C,,B,学院系,中性风,店
小镇姑娘,196,3,,,B,S,,,B,,S,S,,中式现代,民国服饰,店
无袖背心·黑,201,3,,,C,A,,S,,A,,A,,,,店
无袖背心·粉,202,3,,,A,A,,A,,C,,S,,,,定201
炸弹·黑,205,3,,,S,S,,,B,S,,S,,睡衣,,迷/幻
炸弹·白,206,3,,,A,S,,,B,A,,S,,睡衣,,定205
小炸弹,207,3,,,A,,S,,B,A,,S,,睡衣,,迷/幻
紧身背心·黑,208,2,,,A,,S,A,,A,,A,,睡衣,,店/设计图/3-4少
紧身背心·灰,209,2,,,A,,A,A,,A,,S,,睡衣,,定208
夜色·白,212,3,,,A,,A,,B,S,,A,,睡衣,,店/迷/幻
夜色·黑,213,3,,,S,,A,A,,A,,A,,睡衣,,定212
夜色·灰,214,3,,,A,,A,S,,A,,A,,睡衣,,定212
粉色机翼,215,3,,,S,,A,A,,S,,A,,,,8-3少
生长·白,216,3,,,B,,B,SS,,,S,,B,,,店
个性涂鸦,219,3,,,S,,B,S,,S,,A,,pop,,店
柠檬汁,223,2,,,A,,A,,B,B,,A,,,,迷
蓝莓记忆,224,4,,,S,S,,C,,S,,S,,pop,,迷/幻
香蕉奶昔,225,1,,,A,,B,,A,,B,A,,运动系,,迷
绿星魂,226,1,,,A,,A,,B,,B,,A,运动系,防晒,店/迷
紫芋,227,1,,,A,A,,C,,,B,,B,,,店/迷
鱼骨上衣,229,3,,,S,,B,S,,A,,B,,,,7-2少
浅咖毛衣,238,3,,,A,A,,,S,,A,,A,,,迷/幻
西岚,240,3,,,S,,B,,S,,A,S,,,,迷/幻
舞娘上衣,241,4,,S,,,A,,B,S,,SS,,舞者,印度服饰,店
首席特助·衣,242,4,,S,,A,,,B,,S,,S,欧式古典,,店
超级特工·衣,243,4,,A,,S,,S,,S,,A,,侠客联盟,摇滚风,设计图
绩点,244,3,,,S,C,,,S,,B,S,,,,6-9少
苏打水·蓝,248,3,,,S,,A,,A,,S,A,,pop,碎花,店/迷/幻
苏打水·黑,249,3,,,A,,A,,A,,B,A,,pop,碎花,定248
红晕,253,3,,,A,S,,S,,,A,,A,,,6-5少/套装成就
风信子,256,4,,,S,,A,,B,,S,SS,,pop,,店/迷/幻
猫之语·黑,257,4,,,A,,A,S,,A,,A,,摇滚风,小动物,店/迷/幻
猫之语·白,258,4,,,A,,S,,A,S,,S,,摇滚风,小动物,定257
回音,259,3,,,A,A,,A,,,A,S,,,,6-3少
空气炸锅,260,3,,,A,,S,,S,B,,B,,居家服,,店/迷/幻
烟花会,261,3,,,A,,S,,A,,A,,A,碎花,,迷/幻
珍珠佳人,262,3,,,S,,A,B,,S,,S,,睡衣,,2-9少
渡鸦,266,3,,,C,S,,S,,,S,,S,,,店/6-6少
枫糖毛衣,268,3,,,B,,S,,A,,A,,S,冬装,,7-8少
粉色风暴·上衣,271,3,,,A,,A,,A,,A,A,,泳装,,设计图
渐变色毛衣,272,3,,,S,S,,,B,,A,,S,森女系列,冬装,迷/幻
鸡心领毛衣,273,2,,,A,B,,A,,B,,,A,居家服,防晒,迷/8-6少/6-2少
冬恋奇迹,274,5,,A,,,B,,S,,C,,S,,,迷
小野猫·上衣,275,2,,,A,S,,A,,B,,B,,泳装,,4-3少/联盟小铺
普通衬衫,280,1,,,A,A,,B,,,A,,C,,,4-8少
绵羊T恤,288,2,,,A,,A,,A,,A,A,,,,5-7少
新年羊·白,289,3,,,A,,C,,S,,S,A,,,,店
新年羊·红,290,3,,,A,,B,,A,,S,S,,,,定289
新年羊·星空,291,3,,,S,,S,S,,,B,S,,,,定289
概念马甲,292,4,,,B,S,,S,,S,,S,,,,店
心之影,294,4,,,B,S,,S,,S,,S,,,,店
领域杀手,295,2,,,B,,C,S,,S,,S,,,,套装成就
迷彩背心,296,3,,,A,,A,A,,A,,A,,中性风,,店
淑女衫·白,297,2,,,B,B,,A,,,SS,,A,,,店
淑女衫·红,298,2,,,C,S,,A,,,A,,C,,,定297
丝绸河流,299,2,,,B,B,,A,,A,,SS,,,,5-4少
紫薯毛衣,300,3,,,S,S,,S,,B,,,A,,,店
豆沙毛衣,301,3,,,A,S,,S,,B,,,S,,,定300
檀扣·赤,302,4,,S,,S,,,C,,S,S,,,,店
檀扣·绿,303,4,,A,,B,,,B,,SS,SS,,,,定302
水手服上衣·粉,307,3,,,S,,S,,A,,A,A,,学院系,,定099
水手服上衣·黑,308,3,,,S,,B,S,,B,,S,,学院系,,定099
芙蓉浦·素,309,3,,,S,S,,,B,,S,S,,,,店
芙蓉浦·哑,310,3,,,B,S,,A,,,S,S,,,,定309
芙蓉浦·赤,311,3,,,B,S,,S,,,B,S,,,,定309
生长,312,3,,,S,S,,S,,,B,,B,,,定216
泡泡袖·紫,322,3,,,B,,B,,S,,S,S,,,,店
泡泡袖·粉,323,3,,,A,,A,,A,,A,A,,,,定322
泡泡袖·黄,324,3,,,A,,C,,S,,S,S,,,,定322
冬恋奇迹·紫,326,4,,,SS,B,,B,,,SS,,S,,,幻
月色无边·白,336,4,,,S,A,,,A,,S,A,,睡衣,,店
月色无边·薄荷,337,4,,,S,A,,,S,,A,A,,睡衣,,定336
月色无边·紫,338,4,,,S,A,,,A,S,,A,,睡衣,,定336
学海无涯,339,3,,,S,,S,,S,,B,,C,运动系,,店
职业秘书·衣,340,3,,B,,S,,S,,,B,,A,英伦,,店
船锚上衣·蓝,341,3,,,A,,S,,B,,S,A,,海军风,,7-4少
船锚上衣·白,342,3,,,B,,S,,A,,S,A,,海军风,,定341
露脐背心·白,343,3,,,S,,S,B,,A,,A,,,,7-1少
露脐背心·黑,344,3,,,A,,S,B,,S,,A,,,,定343
宽松打底衫,345,3,,,S,S,,,A,,B,,A,民族风,,评选赛商店
游侠,346,2,,,B,,S,B,,,B,B,,中式古典,,设计图
侠客行,347,3,,,S,,S,A,,A,,A,,中式古典,侠客联盟,进346
夕成玦·上衣,348,4,,SS,,A,,,SS,,A,B,,中式古典,,飘渺
蓝瓷·上衣,349,4,,,B,S,,,SS,,A,B,,中式现代,,飘渺
采茶曲·上衣,350,3,,,S,SS,,,B,,B,B,,中式现代,,飘渺
初云衫·蓝,351,5,,,S,,SS,,A,,SS,A,,中式现代,,飘渺
初云衫·墨,352,5,,,A,SS,,SS,,S,,S,,中式现代,,定351
北地英姿·衣,353,4,,,A,,SS,A,,SS,,A,,军装,,设计图
丝绸衬衫,354,4,,,SS,B,,S,,,A,,A,中性风,,设计图
塔罗上衣·珍稀,355,5,,A,,,SS,,A,S,,S,,民族风,,进363
怪盗上衣·华丽,356,5,,SS,,SS,,A,,,A,,A,中性风,欧式古典,进365
荷花吟·上衣,357,4,,A,,S,,,A,,SS,,A,中式古典,民国服饰,兑换
校园风演出服,358,4,,S,,S,,,A,,A,,A,,,设计图
蕾丝云,359,3,,,S,S,,A,,,A,A,,,,签到
女神·拉链背心,360,3,,A,,S,,,B,A,,A,,,,店
女神·银丝毛衣,361,3,,,A,,S,A,,,B,,A,,,店
塔罗上衣,362,3,,,S,,B,,B,S,,A,,民族风,,失落之匣
塔罗上衣·华丽,363,4,,,SS,,A,,B,S,,A,,民族风,,进362
怪盗绅士·上衣,365,4,,,S,S,,A,,,A,,A,中性风,,联盟小铺
流沙,366,3,,A,,B,,,S,,S,A,,,,元素重构
女神·蓝天,371,3,,,S,,S,,A,B,,B,,,,店
冬愿,372,3,,,B,B,,S,,,A,,S,,,9-2少
冬雪,373,3,,,B,S,,B,,,A,,SS,,,定372
冬青,374,3,,,B,A,,S,,,A,,S,,,定372
勇敢的心·黑,375,3,,,A,,S,,S,,B,,A,,,9-4少
勇敢的心·红,376,3,,,A,,S,,S,,B,,A,,,定375
游鲤图·上衣,377,4,,A,,SS,,,A,,S,A,,中式现代,,设计图
陆军背心,382,4,,A,,A,,S,,S,,A,,军装,,设计图
海军背心,383,4,,A,,A,,SS,,S,,A,,军装,,定382
魔力·珍稀,384,4,,SS,,,A,B,,S,,,A,原宿系,,进385
魔力·华丽,385,3,,,SS,,A,A,,SS,,,A,原宿系,,进386
魔力,386,2,,,SS,,A,A,,S,,A,,,,设计图
竹枝词·珍稀,387,4,,A,,S,,,A,,SS,,A,,,进388
竹枝词·华丽,388,3,,A,,S,,,B,,S,,A,,,进389
竹枝词,389,2,,,B,S,,,B,S,,B,,,,10-2公
都市丽人,390,3,,A,,S,,S,,,B,,B,,,10-2少
巧克力制服,391,3,,A,,S,,B,,S,,,A,,,定390
小公主·衣,392,3,,A,,,S,,B,S,,A,,,,10-8少
炮弹抹胸,393,3,,,S,,B,B,,S,,B,,,,店
魔术上衣,394,5,,S,,SS,,B,,A,,,A,,,幻
跃动波点·上,395,4,,A,,,B,,S,SS,,A,,泳装,,店
静谧夜色·上,396,4,,,A,A,,S,,S,,A,,泳装,,定395
甜美格纹·上,397,4,,A,,,A,,S,,S,A,,泳装,,定395
黑白名媛,404,4,,A,,SS,,S,,B,,,A,,,设计图
